compound,lap_age,track_temp,degradation_percent,lap_time_loss
Medium,38,47.0,79.92,3.168
Hard,42,21.8,14.33,0.712
Hard,13,36.6,4.31,0.19
Soft,1,31.6,1.82,0.094
Soft,21,20.0,67.42,3.224
Medium,37,54.3,97.48,4.807
Soft,30,34.2,100.0,4.496
Soft,1,40.3,2.52,0.124
Soft,42,54.9,100.0,3.866
Hard,33,53.2,15.22,0.787
Hard,10,32.1,3.6,0.158
Hard,2,49.5,0.78,0.035
Soft,12,36.3,80.33,4.009
Soft,27,33.9,100.0,3.921
Medium,20,23.4,24.13,0.997
Soft,23,22.1,80.87,4.015
Hard,4,48.8,1.49,0.058
Hard,16,42.7,6.03,0.272
Soft,1,53.2,3.68,0.175
Soft,6,18.1,9.44,0.382
Medium,31,16.4,34.55,1.348
Hard,33,28.1,12.14,0.539
Medium,11,18.4,10.38,0.452
Hard,18,49.3,7.85,0.351
Medium,25,19.2,28.76,1.345
Soft,32,50.7,100.0,3.998
Soft,10,45.5,80.27,3.897
Soft,34,40.6,100.0,4.286
Soft,32,17.7,83.0,3.448
Hard,12,18.5,3.41,0.135
Soft,38,42.6,100.0,4.04
Hard,17,44.9,6.04,0.305
Hard,39,39.2,14.8,0.705
Soft,42,54.8,100.0,4.046
Hard,8,18.6,2.35,0.114
Hard,40,32.3,14.7,0.568
Soft,26,37.2,100.0,5.057
Medium,16,16.5,15.91,0.796
Hard,9,44.0,3.04,0.127
Medium,42,40.3,83.74,3.347
Soft,43,41.1,100.0,4.165
Medium,23,53.6,47.6,1.866
Hard,34,47.4,13.24,0.62
Hard,19,45.2,8.05,0.404
Hard,43,54.4,19.23,0.919
Soft,45,34.8,100.0,4.725
Soft,22,31.2,100.0,3.966
Hard,37,38.6,15.32,0.74
Medium,21,39.4,35.07,1.559
Soft,4,43.1,18.85,0.801
Soft,27,36.4,100.0,5.081
Hard,26,38.6,9.66,0.395
Medium,15,42.1,26.75,1.127
Medium,30,49.2,68.15,3.336
Soft,45,20.0,100.0,4.246
Medium,44,17.0,55.19,2.212
Hard,3,46.9,1.01,0.046
Hard,6,40.9,2.17,0.104
Medium,8,37.6,11.4,0.454
Medium,25,25.0,36.77,1.855
Hard,6,49.3,2.28,0.11
Hard,17,52.6,6.31,0.292
Soft,1,31.5,2.05,0.094
Hard,17,36.8,6.55,0.318
Hard,5,25.2,1.57,0.068
Medium,25,22.0,33.8,1.334
Soft,22,27.1,100.0,4.347
Soft,14,17.1,23.79,1.12
Soft,8,44.7,55.59,2.553
Medium,24,18.8,26.93,1.172
Hard,22,30.6,7.37,0.298
Hard,25,47.4,10.33,0.483
Soft,20,24.2,88.85,3.603
Soft,13,23.8,49.51,1.904
Hard,38,46.4,15.58,0.639
Medium,7,51.5,11.78,0.497
Hard,16,20.1,5.11,0.258
Hard,7,35.4,2.6,0.128
Hard,43,22.2,14.61,0.703
Soft,0,19.5,0.0,0.0
Hard,34,33.6,13.14,0.517
Medium,18,54.4,38.32,1.861
Hard,43,39.3,17.85,0.737
Medium,14,45.8,23.4,1.15
Medium,13,54.4,24.46,1.247
Medium,20,45.0,40.97,1.57
Hard,29,50.8,11.8,0.586
Hard,26,16.7,7.84,0.344
Hard,5,40.3,1.66,0.07
Medium,36,35.7,60.3,3.105
Hard,21,29.7,6.87,0.316
Soft,43,47.2,100.0,5.093
Soft,40,51.4,100.0,4.609
Medium,40,18.1,48.53,2.386
Soft,42,18.0,100.0,4.194
Medium,38,24.6,58.86,2.631
Soft,14,45.1,100.0,4.587
Medium,42,46.1,88.4,4.378
Medium,22,24.3,29.63,1.508
Medium,20,34.1,29.52,1.3
Soft,7,49.5,55.7,2.277
Soft,35,41.8,100.0,4.668
Medium,0,20.7,0.0,0.0
Hard,33,24.9,10.3,0.487
Soft,44,46.4,100.0,4.91
Medium,14,20.0,13.86,0.558
Soft,41,48.6,100.0,5.165
Soft,45,39.5,100.0,4.698
Hard,9,38.5,3.52,0.141
Hard,17,42.3,6.6,0.305
Hard,43,17.7,15.16,0.772
Soft,3,41.7,13.5,0.561
Soft,23,53.8,100.0,3.965
Hard,3,42.7,1.04,0.049
Medium,0,15.5,0.0,0.0
Soft,32,29.3,100.0,4.056
Hard,1,48.0,0.33,0.013
Medium,25,28.4,35.53,1.533
Soft,11,48.0,92.93,4.101
Medium,6,19.1,4.87,0.215
Hard,16,16.7,4.86,0.237
Soft,18,40.4,100.0,4.012
Medium,45,31.9,81.53,3.647
Hard,45,25.9,17.03,0.881
Medium,24,48.9,45.31,2.207
Medium,36,26.1,52.98,2.408
Medium,37,42.0,80.45,3.369
Hard,4,41.5,1.51,0.062
Soft,23,34.5,100.0,4.652
Soft,37,18.2,100.0,4.187
Hard,7,30.5,2.32,0.091
Soft,28,39.6,100.0,5.032
Soft,41,19.1,100.0,4.976
Hard,37,32.4,12.62,0.566
Soft,28,32.4,100.0,4.118
Medium,23,20.7,30.73,1.259
Medium,42,21.1,57.35,2.2
Medium,32,32.2,52.19,2.639
Hard,22,51.2,8.46,0.359
Hard,26,20.7,7.96,0.409
Hard,5,30.8,1.78,0.072
Soft,37,32.6,100.0,5.008
Hard,17,16.3,5.7,0.292
Hard,16,20.7,4.84,0.239
Soft,14,22.5,43.68,2.177
Medium,5,36.6,6.73,0.292
Soft,13,15.2,17.29,0.767
Medium,32,50.9,77.39,3.642
Hard,38,18.3,13.08,0.502
Medium,10,39.1,14.03,0.685
Hard,36,38.3,12.53,0.625
Medium,12,44.0,21.44,1.06
Medium,28,24.0,41.16,2.012
Soft,41,52.4,100.0,4.689
Soft,7,21.7,16.95,0.803
Soft,5,49.9,36.24,1.524
Soft,5,34.5,22.28,1.1
Hard,4,48.5,1.45,0.057
Hard,30,44.2,11.41,0.565
Hard,2,39.6,0.68,0.029
Soft,27,26.3,100.0,4.431
Soft,21,52.5,100.0,5.149
Hard,18,54.4,8.07,0.353
Hard,9,19.1,2.53,0.103
Hard,23,41.2,9.43,0.406
Hard,0,16.4,0.0,0.0
Soft,28,23.2,100.0,4.366
Soft,14,45.3,100.0,3.955
Soft,30,45.2,100.0,4.557
Soft,7,53.5,62.88,2.88
Hard,44,39.6,17.12,0.688
Medium,19,36.5,30.21,1.246
Medium,10,31.5,13.22,0.54
Medium,34,33.7,62.5,2.465
Hard,33,20.3,9.95,0.471
Soft,6,34.7,27.34,1.17
Hard,0,41.6,0.0,0.0
Hard,0,20.9,0.0,0.0
Hard,18,15.6,5.62,0.259
Soft,16,34.9,98.43,5.016
Soft,25,52.2,100.0,4.199
Hard,9,52.3,3.67,0.171
Soft,44,23.8,100.0,4.069
Hard,5,42.7,1.96,0.09
Soft,36,26.5,100.0,4.79
Hard,26,36.2,9.41,0.441
Hard,33,44.1,14.4,0.742
Hard,19,49.5,8.17,0.4
Hard,4,32.3,1.37,0.068
Medium,1,28.8,0.85,0.04
Hard,10,54.4,4.39,0.178
Medium,27,25.0,40.47,1.704
Hard,14,52.5,5.1,0.214
Soft,14,46.6,100.0,4.206
Soft,24,27.1,100.0,4.176
Soft,14,48.4,100.0,4.937
Medium,11,27.0,13.2,0.515
Hard,17,54.4,6.76,0.284
Medium,12,51.6,20.65,0.825
Medium,36,43.9,76.05,3.01
Hard,16,33.8,5.44,0.248
Medium,15,45.7,27.16,1.086
Hard,26,46.7,11.09,0.433
Medium,32,37.4,55.62,2.859
Medium,40,25.6,56.59,2.572
Soft,8,31.8,33.26,1.292
Medium,39,28.1,62.32,3.027
Medium,40,40.4,79.67,3.88
Soft,44,22.2,100.0,5.0
Hard,13,26.6,4.01,0.201
Hard,9,51.8,3.74,0.173
Soft,37,41.1,100.0,4.67
Medium,16,30.0,22.4,0.899
Soft,12,32.2,70.67,3.123
Medium,29,38.1,52.31,2.407
Hard,21,52.5,7.92,0.325
Soft,7,32.6,32.5,1.571
Soft,15,47.5,100.0,4.376
Soft,26,38.1,100.0,3.827
Soft,4,27.4,11.43,0.459
Medium,28,26.9,38.86,1.659
Medium,25,47.2,52.7,2.152
Soft,5,45.6,29.83,1.225
Hard,0,35.7,0.0,0.0
Medium,41,41.5,81.76,3.22
Soft,12,21.4,36.0,1.506
Medium,40,29.9,61.71,2.614
Hard,11,53.9,4.66,0.225
Hard,2,42.8,0.72,0.032
Soft,40,17.7,100.0,4.996
Medium,15,53.7,32.05,1.422
Soft,0,51.4,0.0,0.0
Medium,14,54.1,29.79,1.497
Soft,4,39.1,19.8,0.801
Hard,45,37.4,18.88,0.733
Soft,35,35.5,100.0,4.0
Soft,22,28.1,100.0,5.129
Hard,5,35.0,1.8,0.085
Hard,40,48.7,16.19,0.71
Soft,10,20.9,24.32,1.103
Hard,0,53.3,0.0,0.0
Soft,30,24.6,100.0,4.041
Soft,15,26.5,69.13,3.498
Soft,21,24.8,90.31,3.723
Medium,21,49.0,44.74,1.865
Soft,11,31.0,54.45,2.247
Soft,40,54.2,100.0,4.341
Hard,22,16.8,7.41,0.33
Hard,15,23.2,5.2,0.239
Medium,6,34.0,7.72,0.354
Hard,4,25.4,1.33,0.052
Soft,44,21.0,100.0,4.549
Hard,7,39.1,2.3,0.1
Medium,45,20.0,61.95,2.729
Medium,17,41.4,29.59,1.208
Hard,32,43.4,12.49,0.598
Medium,24,28.2,31.89,1.58
Soft,33,15.1,64.13,2.654
Medium,30,42.6,62.17,2.451
Soft,17,15.9,30.25,1.445
Soft,22,20.3,75.24,3.289
Soft,28,18.3,74.58,3.69
Hard,39,42.7,15.45,0.748
Medium,0,52.4,0.0,0.0
Medium,25,21.2,29.89,1.467
Medium,33,17.8,40.92,2.047
Soft,22,46.2,100.0,4.91
Medium,42,24.7,67.34,2.616
Soft,20,19.7,53.91,2.449
Soft,37,30.7,100.0,4.4
Soft,41,24.1,100.0,4.797
Soft,43,35.8,100.0,4.448
Soft,15,41.2,100.0,4.105
Soft,40,29.0,100.0,4.027
Hard,27,32.0,8.73,0.365
Hard,21,52.1,8.04,0.381
Medium,13,37.2,19.03,0.939
Hard,44,22.7,14.65,0.597
Hard,38,50.7,15.95,0.727
Hard,23,53.9,10.51,0.448
Medium,37,21.5,55.58,2.423
Soft,15,34.5,95.5,4.856
Medium,39,47.8,79.73,3.195
Medium,20,47.4,40.18,1.838
Soft,45,50.8,100.0,4.788
Medium,9,45.6,13.72,0.53
Hard,34,41.7,14.37,0.721
Medium,23,39.7,41.61,1.641
Soft,7,39.6,38.44,1.887
Medium,16,30.5,22.05,0.928
Medium,35,38.8,64.83,3.186
Hard,17,43.9,6.83,0.346
Medium,28,47.0,58.57,2.877
Hard,33,25.5,11.99,0.477
Hard,17,19.5,5.5,0.21
Medium,16,46.1,31.59,1.339
Soft,2,26.9,3.9,0.161
Hard,20,54.4,8.22,0.393
Medium,9,32.0,12.05,0.6
Medium,26,21.8,35.27,1.605
Hard,24,47.3,9.92,0.423
Hard,2,35.4,0.58,0.025
Hard,32,17.0,9.83,0.497
Hard,32,38.4,11.64,0.539
Medium,4,32.9,4.39,0.222
Soft,8,39.2,48.01,2.046
Soft,16,50.1,100.0,4.543
Hard,31,51.1,13.65,0.572
Hard,21,25.2,7.11,0.277
Medium,42,35.5,71.95,3.037
Medium,17,48.5,33.39,1.69
Hard,22,47.1,8.92,0.373
Hard,22,38.8,9.0,0.457
Hard,7,50.8,2.66,0.136
Hard,14,47.3,5.15,0.264
Medium,30,49.0,67.63,3.09
Hard,33,47.2,12.28,0.625
Hard,28,49.4,10.48,0.514
Hard,16,47.9,6.32,0.253
Soft,31,37.6,100.0,4.838
Soft,11,29.1,48.33,2.246
Soft,43,23.3,100.0,4.318
Soft,0,28.8,0.0,0.0
Medium,0,35.0,0.0,0.0
Hard,19,52.5,7.63,0.309
Soft,34,35.6,100.0,5.092
Hard,36,21.4,10.94,0.432
Soft,12,38.8,89.31,4.14
Medium,20,20.1,22.04,1.13
Medium,37,30.4,62.43,2.456
Hard,5,44.9,1.81,0.08
Medium,41,33.7,70.79,3.298
Medium,45,15.1,51.99,2.012
Soft,37,32.5,100.0,4.255
Medium,9,23.7,9.39,0.411
Soft,32,31.4,100.0,3.839
Medium,30,27.0,47.6,2.314
Medium,26,53.6,53.46,2.107
Soft,44,28.2,100.0,5.015
Soft,31,43.8,100.0,3.969
Hard,25,46.0,9.23,0.475
Hard,35,41.1,14.95,0.746
Hard,42,29.3,16.3,0.699
Hard,45,17.7,15.67,0.788
Medium,34,51.7,76.24,3.262
Medium,27,25.0,40.25,1.924
Soft,44,31.5,100.0,4.125
Medium,4,18.1,3.46,0.153
Hard,19,20.9,5.85,0.3
Medium,4,44.6,5.8,0.286
Soft,14,37.7,100.0,4.115
Soft,32,53.0,100.0,4.009
Medium,36,20.7,48.21,2.359
Soft,10,20.6,21.88,1.054
Hard,34,21.6,11.72,0.481
Soft,36,25.3,100.0,5.046
Medium,0,43.0,0.0,0.0
Medium,6,35.9,8.08,0.321
Hard,29,43.9,11.12,0.567
Soft,6,39.7,31.7,1.425
Soft,7,21.9,16.66,0.668
Soft,36,51.4,100.0,5.096
Hard,8,38.3,2.79,0.135
Hard,30,35.5,12.12,0.473
Hard,32,54.2,13.69,0.627
Hard,13,48.6,5.45,0.262
Medium,9,21.3,9.25,0.374
Medium,4,51.0,6.29,0.295
Medium,12,33.4,16.8,0.734
Soft,27,31.7,100.0,4.801
Hard,40,34.9,15.59,0.767
Hard,31,41.7,11.34,0.444
Medium,4,34.6,4.26,0.184
Hard,9,32.9,3.29,0.169
Medium,32,15.3,38.94,1.586
Soft,43,52.5,100.0,4.478
Soft,26,22.4,100.0,5.111
Medium,21,27.5,26.53,1.319
Soft,39,18.7,100.0,5.025
Soft,26,53.2,100.0,4.394
Soft,24,16.0,50.26,2.045
Hard,38,32.9,14.12,0.692
Hard,21,20.7,7.24,0.338
Hard,39,53.3,16.71,0.663
Soft,40,46.0,100.0,3.893
Hard,2,51.4,0.67,0.035
Hard,28,46.0,10.21,0.474
Soft,40,31.7,100.0,4.363
Hard,7,37.2,2.28,0.109
Soft,42,18.4,100.0,3.958
Soft,38,44.6,100.0,3.925
Hard,15,27.8,5.04,0.201
Soft,4,28.1,12.29,0.579
Medium,0,34.5,0.0,0.0
Hard,39,22.3,14.21,0.665
Soft,39,17.8,100.0,4.809
Soft,5,30.3,18.77,0.878
Hard,18,44.6,6.97,0.286
Hard,44,42.4,17.98,0.785
Medium,42,27.6,71.66,3.275
Medium,37,22.8,49.68,1.925
Hard,34,28.0,11.78,0.468
Hard,34,39.0,13.81,0.705
Soft,37,23.0,100.0,4.763
Soft,27,41.0,100.0,4.283
Hard,16,42.3,6.59,0.313
Soft,14,32.4,86.11,3.752
Soft,14,25.0,55.02,2.605
Hard,0,45.8,0.0,0.0
Hard,26,18.7,9.05,0.387
Hard,45,47.4,17.48,0.693
Soft,18,18.1,41.58,2.147
Hard,0,47.8,0.0,0.0
Hard,44,25.7,16.45,0.755
Hard,36,23.8,13.1,0.652
Medium,31,42.9,57.84,2.348
Soft,28,29.4,100.0,4.99
Hard,8,50.6,2.96,0.125
Medium,41,42.3,88.8,4.534
Medium,11,53.7,20.78,0.975
Hard,5,53.0,2.06,0.089
Soft,3,42.3,12.72,0.571
Hard,6,24.1,1.96,0.09
Medium,28,34.6,50.65,2.583
Soft,45,43.0,100.0,4.504
Hard,24,25.8,7.61,0.384
Soft,24,33.6,100.0,4.39
Soft,14,45.4,100.0,4.257
Soft,39,23.4,100.0,4.113
Medium,30,39.0,54.98,2.439
Soft,4,30.6,13.85,0.649
Hard,34,51.1,13.92,0.611
Soft,15,44.5,100.0,4.389
Hard,38,19.9,13.01,0.532
Medium,34,44.1,73.61,3.002
Medium,39,20.3,53.84,2.671
Medium,42,25.1,67.07,3.202
Soft,16,17.9,31.56,1.54
Medium,15,35.1,21.29,0.882
Medium,5,34.4,5.73,0.268
Hard,17,36.2,5.65,0.227
Hard,27,33.5,10.61,0.436
Medium,7,31.8,8.06,0.369
Hard,37,47.3,14.82,0.624
Hard,23,55.0,9.02,0.442
Medium,7,42.3,10.77,0.442
Soft,43,23.1,100.0,5.049
Soft,0,24.8,0.0,0.0
Soft,24,18.6,60.63,2.497
Medium,43,24.3,63.77,2.957
Soft,45,34.2,100.0,4.616
Hard,34,24.5,11.27,0.439
Soft,35,46.2,100.0,4.033
Medium,31,53.7,75.15,3.383
Medium,12,47.6,22.52,1.004
Medium,43,43.4,91.17,3.608
Soft,26,44.0,100.0,3.969
Hard,17,38.8,6.88,0.337
Soft,17,30.2,100.0,4.666
Soft,12,31.4,56.45,2.879
Medium,45,40.5,100.0,4.759
Medium,7,40.7,10.3,0.407
Soft,16,39.7,100.0,4.444
Soft,33,51.4,100.0,4.74
Medium,24,40.6,46.96,2.258
Medium,5,51.4,8.15,0.413
Soft,12,43.9,100.0,4.356
Soft,12,24.1,40.78,1.659
Soft,13,39.5,98.99,4.538
Soft,9,55.0,91.24,3.661
Hard,13,23.1,4.49,0.188
Medium,41,32.5,66.04,2.903
Soft,0,46.4,0.0,0.0
Soft,32,31.7,100.0,5.13
Hard,10,34.9,3.25,0.13
Hard,43,39.3,17.44,0.691
Medium,43,30.6,67.26,3.43
Soft,43,36.7,100.0,4.178
Soft,25,37.8,100.0,4.313
Medium,8,39.1,11.65,0.446
Hard,24,34.3,8.44,0.352
Medium,11,45.4,19.29,0.88
Hard,3,26.1,0.86,0.045
Hard,28,45.7,11.31,0.471
Soft,37,43.1,100.0,4.115
Medium,44,19.3,59.17,2.844
Soft,43,29.5,100.0,5.093
Soft,27,25.5,100.0,4.171
Medium,14,24.0,17.28,0.814
Soft,25,16.1,53.15,2.498
Soft,44,19.4,100.0,4.327
Soft,5,42.7,29.57,1.487
Soft,30,34.7,100.0,5.036
Soft,11,27.4,45.95,1.839
Hard,32,28.0,12.34,0.523
Hard,23,15.5,6.54,0.258
Hard,42,52.8,19.1,0.802
Soft,34,40.9,100.0,4.606
Hard,42,22.9,14.31,0.59
Soft,36,52.5,100.0,3.854
Soft,28,24.0,100.0,4.996
Soft,15,24.8,59.71,2.472
Soft,12,22.3,36.37,1.845
Hard,43,24.3,16.2,0.694
Soft,40,46.6,100.0,4.644
Soft,2,15.9,1.51,0.075
Medium,42,49.0,95.26,4.836
Soft,12,55.0,100.0,4.566
Soft,24,26.9,100.0,4.763
Medium,30,20.8,39.26,1.761
Soft,18,51.6,100.0,4.489
Soft,40,20.7,100.0,4.721
Medium,41,48.3,100.0,4.334
Medium,39,16.1,51.5,2.46
Medium,28,48.7,55.32,2.766
Hard,26,35.2,9.6,0.44
Hard,33,39.4,12.6,0.506
Hard,25,55.0,11.58,0.501
Soft,32,35.6,100.0,4.74
Hard,4,22.9,1.13,0.052
Hard,5,42.8,1.96,0.077
Medium,4,17.4,2.96,0.144
Medium,42,30.0,76.29,3.875
Hard,15,38.3,5.04,0.2
Medium,17,21.7,20.86,0.969
Medium,8,49.4,13.06,0.659
Hard,33,20.8,11.69,0.605
Hard,3,44.4,1.06,0.044
Soft,11,34.6,67.9,3.458
Soft,8,20.0,17.59,0.818
Hard,33,46.7,13.27,0.625
Medium,10,54.9,18.17,0.86
Medium,37,19.2,47.21,2.183
Soft,34,17.4,90.45,3.59
Medium,22,50.5,45.08,1.896
Medium,29,25.4,42.27,1.865
Soft,26,35.0,100.0,4.416
Medium,23,40.0,39.53,1.639
Medium,35,20.1,45.19,1.825
Soft,0,25.6,0.0,0.0
Medium,34,25.4,49.11,2.433
Hard,25,15.8,8.05,0.308
Medium,8,33.1,10.55,0.483
Soft,15,40.5,100.0,3.861
Hard,44,47.4,17.3,0.809
Soft,17,46.2,100.0,3.889
Hard,30,24.2,10.0,0.405
Hard,43,46.8,18.41,0.944
Soft,0,23.4,0.0,0.0
Hard,9,16.3,2.81,0.142
Hard,21,34.2,7.1,0.32
Medium,31,44.9,63.29,2.59
Hard,4,41.4,1.48,0.059
Medium,11,34.7,15.27,0.656
Hard,30,48.1,12.49,0.585
Hard,42,48.0,18.07,0.871
Medium,18,23.0,20.46,0.932
Hard,39,53.1,16.7,0.655
Medium,17,36.8,27.2,1.294
Hard,7,50.0,2.45,0.103
Hard,8,50.8,2.8,0.114
Hard,0,32.7,0.0,0.0
Medium,26,29.3,41.67,1.893
Medium,4,31.7,4.65,0.19
Medium,42,21.1,56.31,2.302
Hard,18,17.9,5.92,0.297
Medium,11,51.3,20.25,0.985
Soft,17,43.8,100.0,3.915
Medium,40,41.1,76.97,3.718
Soft,37,52.6,100.0,5.117
Medium,13,36.6,19.86,0.796
Soft,9,46.6,71.53,3.282
Soft,38,21.4,100.0,5.095
Soft,43,44.6,100.0,3.836
Soft,27,54.4,100.0,4.209
Soft,19,30.2,100.0,5.125
Medium,6,30.3,7.13,0.319
Hard,21,53.8,8.95,0.41
Medium,11,30.0,15.38,0.648
Soft,32,35.9,100.0,4.949
Soft,28,27.0,100.0,4.458
Soft,20,30.0,100.0,5.048
Soft,45,36.2,100.0,5.002
Soft,1,31.9,2.1,0.087
Hard,40,17.2,13.13,0.649
Hard,26,30.6,8.6,0.398
Medium,14,41.8,24.7,1.178
Soft,42,44.3,100.0,4.141
Medium,10,34.8,14.93,0.667
Medium,17,22.4,20.06,0.977
Soft,36,17.3,98.0,4.979
Soft,38,43.8,100.0,5.062
Medium,21,53.0,42.75,2.058
Soft,21,34.4,100.0,4.952
Soft,23,45.4,100.0,4.548
Medium,44,25.4,66.48,2.819
Soft,22,18.5,58.61,2.786
Soft,42,36.5,100.0,4.89
Soft,10,40.7,70.97,3.112
Soft,2,18.6,2.18,0.101
Hard,38,21.6,12.89,0.569
Hard,3,38.9,1.11,0.048
Medium,36,52.3,80.38,3.388
Hard,39,42.0,15.09,0.78
Medium,13,34.2,18.01,0.922
Soft,20,41.3,100.0,3.872
Soft,28,31.5,100.0,5.084
Medium,32,24.4,43.69,1.815
Hard,12,35.9,4.02,0.208
Hard,45,36.0,15.41,0.681
Soft,21,46.5,100.0,4.827
Hard,22,48.6,9.45,0.454
Soft,44,53.0,100.0,5.03
Soft,3,20.1,4.52,0.213
Hard,8,35.5,2.98,0.151
Soft,32,42.4,100.0,4.843
Medium,15,49.4,28.85,1.172
Hard,40,18.7,14.26,0.582
Soft,15,41.1,100.0,5.077
Soft,40,53.9,100.0,4.077
Medium,35,39.7,66.67,2.683
Hard,18,53.8,7.44,0.297
Medium,33,38.6,61.01,2.622
Medium,9,50.4,15.68,0.811
Soft,26,43.3,100.0,4.037
Soft,40,27.8,100.0,4.998
Hard,10,42.5,3.5,0.174
Medium,32,26.5,47.02,2.182
Medium,24,43.3,49.9,2.388
Hard,10,23.6,2.98,0.122
Hard,8,41.2,3.18,0.152
Medium,17,18.3,18.6,0.878
Soft,4,40.2,20.64,1.044
Soft,24,32.8,100.0,4.237
Hard,2,26.4,0.6,0.028
Medium,42,20.3,52.27,2.436
Medium,17,23.2,20.07,0.775
Medium,10,43.2,16.47,0.784
Medium,34,36.0,56.62,2.182
Hard,24,16.1,8.09,0.394
Soft,18,48.0,100.0,4.306
Soft,24,24.8,100.0,5.085
Hard,22,44.4,8.16,0.379
Medium,34,45.6,71.66,2.757
Soft,17,42.4,100.0,4.508
Soft,42,23.7,100.0,4.556
Soft,32,29.5,100.0,4.995
Soft,44,29.5,100.0,4.29
Medium,34,46.2,73.86,3.038
Hard,7,32.6,2.23,0.109
Hard,0,18.0,0.0,0.0
Soft,19,47.8,100.0,5.003
Soft,43,24.2,100.0,3.949
Medium,17,47.7,34.27,1.337
Medium,31,30.8,51.86,2.22
Hard,42,17.6,12.98,0.512
Soft,17,24.3,72.76,3.234
Medium,20,39.8,38.12,1.569
Medium,12,35.3,16.03,0.798
Hard,34,31.3,11.24,0.473
Hard,34,15.0,9.97,0.456
Hard,21,52.0,9.21,0.385
Medium,19,45.7,36.64,1.71
Medium,15,37.0,23.53,1.11
Soft,22,27.2,100.0,4.555
Hard,38,18.6,12.68,0.62
Medium,45,50.5,100.0,4.321
Hard,20,30.1,6.95,0.31
Medium,8,16.2,6.7,0.341
Hard,0,54.8,0.0,0.0
Hard,18,25.1,6.38,0.311
Soft,23,32.3,100.0,4.294
Soft,39,34.7,100.0,4.944
Soft,34,50.8,100.0,5.139
Soft,12,41.8,84.25,3.828
Soft,23,43.0,100.0,4.714
Medium,3,21.8,2.44,0.117
Hard,33,41.1,12.27,0.618
Medium,30,51.8,64.33,2.693
Hard,39,44.1,16.27,0.706
Soft,6,37.5,33.06,1.611
Hard,10,53.1,3.83,0.148
Medium,31,36.6,60.99,2.887
Hard,24,40.7,9.82,0.417
Hard,42,47.4,16.66,0.829
Hard,27,34.0,10.75,0.414
Hard,1,31.2,0.29,0.014
Soft,19,41.4,100.0,4.759
Soft,14,45.6,100.0,5.158
Medium,1,48.4,1.11,0.045
Soft,28,52.6,100.0,5.162
Soft,16,42.6,100.0,4.382
Medium,9,32.2,11.09,0.504
Hard,39,52.6,17.76,0.765
Soft,26,28.8,100.0,4.656
Medium,19,42.7,32.03,1.56
Medium,36,17.0,39.87,1.77
Hard,13,30.1,4.29,0.209
Medium,2,26.8,1.73,0.076
Hard,8,41.5,2.71,0.123
Medium,27,45.9,52.59,2.123
Soft,39,46.4,100.0,5.058
Medium,20,17.2,22.75,1.176
Medium,42,47.6,100.0,4.905
Soft,8,44.5,58.45,2.522
Soft,30,51.4,100.0,3.997
Soft,19,23.5,67.54,2.729
Hard,13,44.3,4.83,0.21
Hard,26,42.8,10.51,0.435
Soft,8,32.8,36.54,1.55
Soft,40,35.8,100.0,4.898
Soft,17,51.5,100.0,3.965
Medium,38,38.0,79.23,3.662
Hard,16,29.5,5.28,0.223
Soft,31,44.8,100.0,4.755
Hard,5,31.2,1.8,0.081
Medium,10,34.9,14.04,0.672
Soft,19,46.6,100.0,4.033
Hard,18,49.7,7.67,0.33
Soft,32,46.9,100.0,3.973
Hard,45,19.4,16.03,0.685
Soft,43,30.4,100.0,5.028
Hard,6,28.3,2.02,0.102
Soft,12,38.2,78.34,3.565
Hard,1,36.5,0.33,0.015
Soft,44,16.4,100.0,4.73
Medium,14,26.8,17.2,0.886
Soft,31,37.9,100.0,4.593
Hard,31,32.8,10.46,0.409
Hard,33,53.2,13.31,0.66
Medium,24,45.3,46.98,1.889
Hard,24,26.6,8.88,0.342
Hard,13,48.1,4.73,0.201
Soft,27,47.4,100.0,4.889
Soft,10,25.2,31.54,1.614
Hard,42,35.4,16.95,0.681
Medium,9,40.5,13.08,0.643
Hard,19,16.3,5.95,0.262
Medium,31,26.9,44.34,1.901
Medium,36,44.8,69.72,3.077
Hard,33,48.4,14.4,0.66
Hard,28,47.4,12.11,0.498
Soft,6,54.0,48.94,2.056
Hard,44,40.2,16.21,0.714
Medium,2,35.5,2.23,0.097
Medium,7,23.4,7.49,0.326
Soft,21,16.8,43.15,2.13
Hard,36,22.9,12.7,0.622
Medium,20,51.2,43.54,2.163
Hard,27,20.8,9.49,0.471
Medium,3,42.5,3.86,0.148
Soft,27,37.7,100.0,4.737
Medium,44,50.3,100.0,4.431
Soft,34,50.1,100.0,4.319
Soft,7,41.0,42.91,1.666
Medium,15,29.8,19.99,0.811
Medium,13,31.1,19.21,0.917
Soft,35,16.1,75.07,3.241
Soft,16,18.9,35.04,1.684
Hard,40,41.4,14.68,0.615
Hard,2,45.7,0.76,0.031
Hard,33,44.2,13.92,0.556
Medium,20,40.9,33.15,1.355
Hard,12,38.3,4.05,0.155
Medium,3,40.4,3.44,0.138
Soft,21,15.9,40.49,1.846
Hard,36,37.4,12.75,0.624
Hard,42,53.4,17.34,0.838
Soft,11,38.7,70.66,3.6
Hard,40,22.1,12.59,0.552
Hard,43,41.0,17.21,0.775
Soft,26,25.3,100.0,4.735
Soft,32,21.8,100.0,4.828
Soft,42,54.0,100.0,5.154
Medium,33,48.8,67.9,3.5
Hard,19,31.2,6.66,0.335
